id,tipo,anio,mesnom,mes,valor
2,Exportaciones,2009,MARZO,3,2624560000
2,Exportaciones,2009,ABRIL,4,2550636000
2,Exportaciones,2009,MAYO,5,2230164000
2,Exportaciones,2009,JUNIO,6,2173370000
2,Exportaciones,2009,JULIO,7,2257129000
2,Exportaciones,2009,AGOSTO,8,3025239000
2,Exportaciones,2009,SEPTIEMBRE,9,3361512000
2,Exportaciones,2009,OCTUBRE,10,3935970000
2,Exportaciones,2009,NOVIEMBRE,11,3789868000
2,Exportaciones,2009,DICIEMBRE,12,4042799000
2,Exportaciones,2010,ENERO,1,3352777000
2,Exportaciones,2010,FEBRERO,2,3795816000
2,Exportaciones,2010,MARZO,3,4654341000
2,Exportaciones,2010,ABRIL,4,4133960000
2,Exportaciones,2010,MAYO,5,4122567000
2,Exportaciones,2010,JUNIO,6,4365584000
2,Exportaciones,2010,JULIO,7,3699847000
2,Exportaciones,2010,AGOSTO,8,4806298000
2,Exportaciones,2010,SEPTIEMBRE,9,4624958000
2,Exportaciones,2010,OCTUBRE,10,4784585000
2,Exportaciones,2010,NOVIEMBRE,11,4856637000
2,Exportaciones,2010,DICIEMBRE,12,4541899000
2,Exportaciones,2011,ENERO,1,3863093000
2,Exportaciones,2011,FEBRERO,2,4616115000
2,Exportaciones,2011,MARZO,3,5588103000
2,Exportaciones,2011,ABRIL,4,4904187000
2,Exportaciones,2011,MAYO,5,5210656000
2,Exportaciones,2011,JUNIO,6,5563515000
2,Exportaciones,2011,JULIO,7,5114734000
2,Exportaciones,2011,AGOSTO,8,5488524000
2,Exportaciones,2011,SEPTIEMBRE,9,5701720000
2,Exportaciones,2011,OCTUBRE,10,5800334000
2,Exportaciones,2011,NOVIEMBRE,11,5728417000
2,Exportaciones,2011,DICIEMBRE,12,5321356000
2,Exportaciones,2012,ENERO,1,4467641000
2,Exportaciones,2012,FEBRERO,2,5541722000
2,Exportaciones,2012,MARZO,3,6201466000
2,Exportaciones,2012,ABRIL,4,5948087000
2,Exportaciones,2012,MAYO,5,5799717000
2,Exportaciones,2012,JUNIO,6,6305917000
2,Exportaciones,2012,JULIO,7,6042908000
2,Exportaciones,2012,AGOSTO,8,5974515000
2,Exportaciones,2012,SEPTIEMBRE,9,5554184000
2,Exportaciones,2012,OCTUBRE,10,6396754000
2,Exportaciones,2012,NOVIEMBRE,11,6407778000
2,Exportaciones,2012,DICIEMBRE,12,5632157000
2,Exportaciones,2013,ENERO,1,4863446000
2,Exportaciones,2013,FEBRERO,2,5766247000
2,Exportaciones,2013,MARZO,3,6805794000
2,Exportaciones,2013,ABRIL,4,6258467000
2,Exportaciones,2013,MAYO,5,6746043000
2,Exportaciones,2013,JUNIO,6,6979056000
2,Exportaciones,2013,JULIO,7,6222252000
2,Exportaciones,2013,AGOSTO,8,7016663000
2,Exportaciones,2013,SEPTIEMBRE,9,6800974000
2,Exportaciones,2013,OCTUBRE,10,7011215000
2,Exportaciones,2013,NOVIEMBRE,11,6810107000
2,Exportaciones,2013,DICIEMBRE,12,5912727000
2,Exportaciones,2014,ENERO,1,5029609000
2,Exportaciones,2014,FEBRERO,2,6500767000
2,Exportaciones,2014,MARZO,3,7402139000
2,Exportaciones,2014,ABRIL,4,6991287000
2,Exportaciones,2014,MAYO,5,7402288000
2,Exportaciones,2014,JUNIO,6,7341348000
2,Exportaciones,2014,JULIO,7,7017343000
2,Exportaciones,2014,AGOSTO,8,7869835000
2,Exportaciones,2014,SEPTIEMBRE,9,7375207000
2,Exportaciones,2014,OCTUBRE,10,8446215000
2,Exportaciones,2014,NOVIEMBRE,11,7542109000
2,Exportaciones,2014,DICIEMBRE,12,7037747000
2,Exportaciones,2015,ENERO,1,5966008000
2,Exportaciones,2015,FEBRERO,2,6671678000
2,Exportaciones,2015,MARZO,3,8517037000
2,Exportaciones,2015,ABRIL,4,8012380000
2,Exportaciones,2015,MAYO,5,7613774000
2,Exportaciones,2015,JUNIO,6,8240887000
2,Exportaciones,2015,JULIO,7,7509797000
2,Exportaciones,2015,AGOSTO,8,7482996000
2,Exportaciones,2015,SEPTIEMBRE,9,7735558000
2,Exportaciones,2015,OCTUBRE,10,7960774000
2,Exportaciones,2015,NOVIEMBRE,11,7327071000
2,Exportaciones,2015,DICIEMBRE,12,7325766000
2,Exportaciones,2016,ENERO,1,6095135000
2,Exportaciones,2016,FEBRERO,2,7194348000
2,Exportaciones,2016,MARZO,3,7292936000
2,Exportaciones,2016,ABRIL,4,7069260000
2,Exportaciones,2016,MAYO,5,7302570000
2,Exportaciones,2016,JUNIO,6,7491789000
2,Exportaciones,2016,JULIO,7,6623227000
2,Exportaciones,2016,AGOSTO,8,7458871000
2,Exportaciones,2016,SEPTIEMBRE,9,7819911000
2,Exportaciones,2016,OCTUBRE,10,7623823000
2,Exportaciones,2016,NOVIEMBRE,11,8418936000
2,Exportaciones,2016,DICIEMBRE,12,7691502000
2,Exportaciones,2017,ENERO,1,6239591000
2,Exportaciones,2017,FEBRERO,2,7647343000
2,Exportaciones,2017,MARZO,3,9012933000
2,Exportaciones,2017,ABRIL,4,7579710000
2,Exportaciones,2017,MAYO,5,8530760000
2,Exportaciones,2017,JUNIO,6,9211582000
2,Exportaciones,2017,JULIO,7,7772253000
2,Exportaciones,2017,AGOSTO,8,9082221000
2,Exportaciones,2017,SEPTIEMBRE,9,8883213000
2,Exportaciones,2017,OCTUBRE,10,9380595000
2,Exportaciones,2017,NOVIEMBRE,11,9806450000
2,Exportaciones,2017,DICIEMBRE,12,8593459000
2,Exportaciones,2018,ENERO,1,6870036000
2,Exportaciones,2018,FEBRERO,2,9180326000
2,Exportaciones,2018,MARZO,3,10901001000
2,Exportaciones,2018,ABRIL,4,9318580000
2,Exportaciones,2018,MAYO,5,9027436000
2,Exportaciones,2018,JUNIO,6,9891173000
2,Exportaciones,2018,JULIO,7,9036634000
2,Exportaciones,2018,AGOSTO,8,10185622000
2,Exportaciones,2018,SEPTIEMBRE,9,10707070000
2,Exportaciones,2018,OCTUBRE,10,10808730000
2,Exportaciones,2018,NOVIEMBRE,11,10197381000
2,Exportaciones,2018,DICIEMBRE,12,9385994000
2,Exportaciones,2019,ENERO,1,7305162000
2,Exportaciones,2019,FEBRERO,2,9412539000
2,Exportaciones,2019,MARZO,3,11053836000
2,Exportaciones,2019,ABRIL,4,10426029000
2,Exportaciones,2019,MAYO,5,10810132000
2,Exportaciones,2019,JUNIO,6,10445216000
2,Exportaciones,2019,JULIO,7,10538917000
2,Exportaciones,2019,AGOSTO,8,11350170000
2,Exportaciones,2019,SEPTIEMBRE,9,10237312000
2,Exportaciones,2019,OCTUBRE,10,10099446000
2,Exportaciones,2019,NOVIEMBRE,11,9918172000
2,Exportaciones,2019,DICIEMBRE,12,9684853000
2,Exportaciones,2020,ENERO,1,8239158000
2,Exportaciones,2020,FEBRERO,2,9777271000
2,Exportaciones,2020,MARZO,3,10491171000
2,Exportaciones,2020,ABRIL,4,2102268000
2,Exportaciones,2020,MAYO,5,1098404000
2,Exportaciones,2020,JUNIO,6,7134258000
2,Exportaciones,2020,JULIO,7,9525262000
2,Exportaciones,2020,AGOSTO,8,9921278000
2,Exportaciones,2020,SEPTIEMBRE,9,10302314000
2,Exportaciones,2020,OCTUBRE,10,11480708000
2,Exportaciones,2020,NOVIEMBRE,11,9802480000
2,Exportaciones,2020,DICIEMBRE,12,10818001000
2,Exportaciones,2021,ENERO,1,8504074000
2,Exportaciones,2021,FEBRERO,2,8706914000
2,Exportaciones,2021,MARZO,3,9491837000
2,Exportaciones,2021,ABRIL,4,10340422000
2,Exportaciones,2021,MAYO,5,10523016000
2,Exportaciones,2021,JUNIO,6,10067204000
2,Exportaciones,2021,JULIO,7,8286195000
2,Exportaciones,2021,AGOSTO,8,8447539000
2,Exportaciones,2021,SEPTIEMBRE,9,9399495000
2,Exportaciones,2021,OCTUBRE,10,8687906000
2,Exportaciones,2021,NOVIEMBRE,11,11382616000
2,Exportaciones,2021,DICIEMBRE,12,10469489000
2,Exportaciones,2022,ENERO,1,6624599000
2,Exportaciones,2022,FEBRERO,2,11797169000
2,Exportaciones,2022,MARZO,3,11706255000
2,Exportaciones,2022,ABRIL,4,10778910000
2,Exportaciones,2022,MAYO,5,11394970000
2,Exportaciones,2022,JUNIO,6,11930813000
2,Exportaciones,2022,JULIO,7,9580378000
2,Exportaciones,2022,AGOSTO,8,12476553000
2,Exportaciones,2022,SEPTIEMBRE,9,13527863000
2,Exportaciones,2022,OCTUBRE,10,12177882000
